,날짜,언론사,기사제목,기사내용,링크
10, 2020.05.21 09:29,아시아경제,"""기업은행 계좌로 아동수당 수령하면 이유식 쏜다""","[아시아경제 권해영 기자] IBK기업은행은 영유아 종합식품기업 아이배냇과 함께 '슬기로운 육아생활' 이벤트를 7월말까지 진행한다고 21일 밝혔다.이벤트 대상은 기간 내 기업은행 계좌로 아동수당을 최초 수령한 고객이다. 대상고객에게 아이 월령에 맞는 이유식과 유기농 간식 체험 패키지 증정 혜택을 매일 선착순 500명에게 제공한다. 기업은행은 당첨고객에게 매월 첫째주 휴대폰으로 무료체험 쿠폰을 발송한다. 대상 고객 중 아이배냇의 배달 이유식 '배냇밀' 정기주문 고객에게는 100명을 추첨해 2만원 상당의 간식 박스도 증정한다.기업은행 관계자는 ""최근 언택트(비대면) 소비와 맞물린 구독경제 트렌드에 맞춰 어린 자녀를 둔 고객을 위해 이유식 정기구독 이벤트를 진행하게 됐다""고 말했다.한편 기업은행은 2002년부터 2020년에 출생한 19세 이하 영유아·청소년 자녀를 둔 고객에게 자녀 명의 상품 가입 시 1만원 금융바우처를 1회 제공한다. 기존에 기업은행에서 금융바우처 혜택을 받지 않은 경우에만 받을 수 있다.권해영 기자 roguehy@asiae.co.kr▶ 2020년 하반기, 재물운·연애운·건강운 체크!▶ 네이버에서 아시아경제 뉴스를 받아보세요 ▶ 놀 준비 되었다면 드루와!  드링킷!<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>아시아경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.정준영 구치소서 ""노래 해봐라 시키면 일어서서…""""서세원 외도 당시…"" 서정희 뒤늦은 고백얕은 수작 부리는 日…韓 보란듯 '괘씸한 인증샷'""韓 라면은 필수로 쟁여놔야"" 전세계 사재기 열풍""돈이 정말 넘쳐난다""…'나눔의 집' 내부 폭로 터졌다",https://finance.naver.com/item/news_read.nhn?article_id=0004682573&office_id=277&code=024110&page=2&sm=
11, 2020.05.18 18:47,이데일리,"기업은행, '언택트' 중견기업 채용박람회 개최..전과정 비대면","[이데일리 김범준 기자] IBK기업은행은 중견기업의 인재 채용 지원하는 ‘중견기업 일자리 박람회’를 개최한다고 18일 밝혔다.산업통상자원부가 주최하고 기업은행과 한국중견기업연합회가 주관하는 이번 일자리 박람회는 국내 최초로 채용 전체 과정을 언택트(Untact·비접촉) 방식으로 진행한다. 우수 중견기업 34개사가 참여해 300여명의 인재를 채용할 계획이다.지원자는 박람회 홈페이지에서 영상 채용설명회 또는 채용공고를 확인하고 이달 27일까지 지원서를 제출할 수 있다. 또 영상기반 채용플랫폼 ‘직감’ 앱(App)을 이용해 이달 29일부터 다음달 7일까지 면접을 진행한다. 박람회는 다음달 7일까지 3주간 진행된다. 윤종원 기업은행장은 앞서 온라인으로 진행된 개막식에서 영상 메시지를 통해 구직자들을 격려하고 취업 성공을 기원했다. 기업은행은 지난 2009년부터 ‘일자리 창출 사업’을 통해 현재까지 총 14만6000개의 중소기업 일자리를 매칭했다. 또 중소기업 전문 취업포털 ‘아이원 잡(i-ONE JOB)’도 운영하고 있다. 기업은행 관계자는 “중견기업 온라인 일자리박람회는 모바일을 통해 언제 어디서나 지원 가능하다”며 “우수 중견기업에서 일하기를 희망하는 구직자들에게 도움이 되길 바란다”고 말했다.김범준 (yolo@edaily.co.kr)네이버에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독]서울시 긴급생활비, 예상보다 두배 이상 신청…지급 차질중부내륙고속도로 6중 추돌, 12명 사상...정체 이어져차은우 ""의료진 감사""…뒤에선 정국·민규·재현과 유흥주점行""위안부 쉼터는 윤미향 가족용""…與 아파도 도려내야피팅비봉투에 처녀파티까지…SNS 인증샷이 뭐라고",https://finance.naver.com/item/news_read.nhn?article_id=0004643487&office_id=018&code=024110&page=2&sm=
12, 2020.05.18 09:13,조세일보,"IBK기업은행, 내달 7일부터 언택트 중견기업 채용박람회 개최","IBK기업은행은 중견기업의 인재 채용 지원을 위해 국내 최초로 채용 전체 과정을 언택트 방식으로 진행하는 중견기업 일자리 박람회를 개최한다고 18일 밝혔다. 박람회는 다음달 7일까지 3주간 진행된다. 산업통상자원부가 주최하고 기업은행과 한국중견기업연합회가 주관한다. 박람회엔 우수 중견기업 34개사가 참여해 300여명의 인재를 채용할 계획이다.지원자는 박람회 홈페이지에서 영상 채용설명회·채용공고를 확인하고 27일까지 지원서를 제출할 수 있다. 또 영상기반 채용플랫폼 직감 앱(App)을 이용해 29일부터 다음달 7일까지 면접을 진행한다. 면접은 기업 인사담당자가 질문을 사전 등록하고 구직자는 답변 영상을 업로드하는 방식과 실시간 면접 방식으로 진행된다. 네오위즈, 다날, 휴온스 기업의 온라인 채용 설명회는 이날 오후 3시부터 유튜브 채널에서 생중계하고 진행자는 채팅창에 올라온 질문에 실시간 답변한다. 온라인으로 전환된 개막식에서 윤종원 기업은행장 등 각 기관장들은 영상 메시지를 통해 구직자들을 격려하고 취업 성공을 기원했다. 개막식 영상과 박람회에 대한 자세한 정보는 홈페이지에서 확인할 수 있다.기업은행은 2009년부터 일자리 창출 사업을 통해 현재까지 총 14만 6000개의 중소기업 일자리를 매칭했다. 또 중소기업 전문 취업포털인 i-ONE JOB을 운영하고 있다. 기업은행 관계자는 “중견기업 온라인 일자리박람회는 모바일을 통해 언제 어디서나 지원 가능하다”며 “우수 중견기업에서 일하기를 희망하는 구직자들에게 도움이 되길 바란다”고 말했다. ▶ 조세일보 홈페이지 / 정회원 가입▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제)김대성(kimds@joseilbo.com)저작권자 ⓒ 조세일보(http://www.joseilbo.com). 무단전재 및 재배포 금지조세일보 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.함안 금속처리 공장서 액화석유가스(LPG) 폭발…2명 사망·2명 중상이태원 클럽 관련 &apos;코로나19&apos; 확진자 153명…남성 127명·서울 87명안양시청 &apos;코로나19&apos; 25번 확진자…서울구치소 직원·관양2동 거주[속보] &apos;코로나19&apos; 국내 현황…총 1만1018명, 신규 확진자 27명서울구치소 교도관, 코로나19 확진…270여 명 접촉·재판 중단",https://finance.naver.com/item/news_read.nhn?article_id=0002223850&office_id=123&code=024110&page=2&sm=
13, 2020.05.18 09:13,서울경제,"IBK기업은행, 언택트 중견기업 채용박람회 개최··· 300여명 인재...","[서울경제] IBK기업은행이 채용 전체 과정을 언택트(비대면) 방식으로 진행하는 ‘중견기업 일자리 박람회’를 개최한다고 18일 밝혔다.이번 박람회엔 우수 중견기업 34개사가 참여해 300여명의 인재를 채용할 계획이다. 다음달 7일까지 3주간 개최된다. 지원자는 박람회 홈페이지에서 영상 채용설명회·채용공고를 확인하고 27일까지 지원서를 제출할 수 있다. 영상기반 채용플랫폼 ‘직감’ 애플리케이션을 이용해 29일부터 다음달 7일까지 면접도 볼 수 있다. 면접은 기업 인사담당자가 질문을 사전 등록하고 구직자는 답변 영상을 올리는 방식과 실시간 면접방식으로 진행된다. 네오위즈, 다날, 휴온스 기업의 온라인 채용 설명회는 이날 오후 3시부터 유튜브 채널에서 생중계한다. 기업은행 관계자는 “중견기업 온라인 일자리박람회는 모바일을 통해 언제 어디서나 지원 가능하다”며 “우수 중견기업에서 일하기를 희망하는 구직자들에게 도움이 되길 바란다”고 말했다.기업은행은 2009년부터 ‘일자리 창출 사업’을 통해 현재까지 총 14만6,000개의 중소기업 일자리를 매칭했다./김지영기자 jikim@sedaily.com[서울경제 바로가기]▶ 네이버 채널에서 '서울경제' 구독해주세요!▶ 세상 모든 것에 대해 던지는 질문, 왜(WHY)?저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.통합당=나치?···정의연이 돈준 다큐제작사 정치색 논란한소희, 이렇게 섹시할 수 있나? 보기만 해도 빠져드는 매력덩어리""파면은 정당""···연인 관계 19살차 제자와 스킨십한 교사 판결 뒤집힌 이유신수지, 수영복 입고 완벽한 S라인···넘볼수 없는 섹시 매력 폭발경비원 폭행 의혹 주민 ""코뼈 골절은 자해 탓""···유족에게 사과도 안해",https://finance.naver.com/item/news_read.nhn?article_id=0003738635&office_id=011&code=024110&page=2&sm=
14, 2020.05.18 08:37,헤럴드경제,"IBK기업은행, 언택트(Untact) 중견기업 채용박람회 개최","“방구석에서 취준부터 취뽀까지” 국내 최초 전과정 비대면2020 중견기업 온라인 일자리 박람회, 6월 7일까지 3주간 진행[헤럴드경제=이승환 기자] IBK기업은행은 중견기업의 인재 채용 지원을 위해 국내 최초로 채용 전체 과정을 언택트(Untact)방식으로 진행하는 ‘중견기업 일자리 박람회’를 개최한다고 18일 밝혔다.박람회는 다음달 7일까지 3주간 진행된다. 박람회에는 우수 중견기업 34개사가 참여해 300여명을 채용한다. 지원자는 박람회 홈페이지에서 영상 채용설명회·채용공고를 확인하고 27일까지 지원서를 제출할 수 있다. 또 영상기반 채용플랫폼 ‘직감’ 앱(App)을 이용해 29일부터 다음달 7일까지 면접을 진행한다.면접은 기업 인사담당자가 질문을 사전 등록하고, 구직자는 답변 영상을 업로드(Upload)하는 방식과 실시간 면접 방식으로 진행된다.네오위즈, 다날, 휴온스 기업의 온라인 채용 설명회는 이날 오후 3시부터 유튜브 채널에서 생중계하고 진행자는 채팅창에 올라온 질문에 실시간 답변한다.한편 기업은행은 2009년부터 ‘일자리 창출 사업’을 통해 현재까지 총 14만6000개의 중소기업 일자리를 매칭했다. 또 중소기업 전문 취업포털인 ‘i-ONE JOB’을 운영하고 있다.nice@heraldcorp.com▶[디;콘] 우리동네 젠트리피케이션 위험도는?▶코로나 19 현황보기 ▶전국 농수축산물 소비 캠페인 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -헤럴드경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.北 ""전두환 아직도 백주거리 활보""…5·18 책임자 처벌 촉구日, 코로나19 신규확진자 27명…2개월 만에 최소양정숙, 더불어시민당 상대 '제명 무효소송' 제기여자 테니스 스타와 데이트 값은 얼마?코로나19에 가장 취약한 혈액형 있다",https://finance.naver.com/item/news_read.nhn?article_id=0001674529&office_id=016&code=024110&page=2&sm=
15, 2020.05.18 17:28,한국경제,"기업은행, 全과정 언택트 '중견기업 일자리 박람회'","내달 7일부터 3주간 개최기업은행이 국내 최초로 채용 전 과정을 언택트(비대면) 방식으로 진행하는 ‘중견기업 일자리 박람회’를 개최한다고 18일 발표했다.산업통상자원부가 주최하고 기업은행과 한국중견기업연합회가 주관하는 이 행사는 다음달 7일까지 3주간 열린다. 중견기업 34개가 참여해 300여 명을 채용할 계획이다. 지원자는 박람회 홈페이지에서 채용공고를 확인하고 오는 27일까지 지원서를 제출하면 된다. 이후 ‘직감’ 앱을 통해 29일부터 다음달 7일까지 면접을 진행한다. 인사 담당자가 사전 등록한 질문에 답변 영상을 업로드하거나 실시간 채팅을 통해 답하면 된다.정소람 기자 ram@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""한국 요청에…"" 버티던 日, 결국 손 들었다""화웨이에 애플마저…"" 삼성, 또 일냈다한국산 아닌데도…전 세계서 '러브콜'""지금은 빙산의 일각""…초토화 조짐 日 '소름'""한국, 올 연말 반격의 기회 온다""…파격 전망",https://finance.naver.com/item/news_read.nhn?article_id=0004342841&office_id=015&code=024110&page=2&sm=
16, 2020.05.18 11:39,매일경제,"기업은행, 언택트 중견기업 채용박람회 개최","IBK기업은행은 국내 첫 채용의 모든 과정을 언택트(Untact)방식으로 진행하는 '중견기업 일자리 박람회'를 개최한다고 18일 밝혔다. 박람회는 다음달 7일까지 3주간 진행한다. 산업통상자원부가 주최하고 기업은행과 한국중견기업연합회가 주관한다. 박람회엔 우수 중견기업 34개사가 참여해 300여 명의 인재를 채용할 계획이다. 지원자는 박람회 홈페이지에서 영상 채용설명회·채용공고를 확인하고 27일까지 지원서를 제출할 수 있다. 또 영상기반 채용플랫폼 '직감' 앱(App)을 이용해 29일부터 다음달 7일까지 면접을 진행한다. 면접은 기업 인사담당자가 질문을 사전 등록하고, 구직자는 답변 영상을 업로드 하는 방식과 실시간 면접 방식으로 진행한다.네오위즈, 다날, 휴온스 기업의 온라인 채용 설명회는 이날 오후 3시부터 유튜브 채널에서 생중계하고 진행자는 채팅창에 올라온 질문에 실시간 답변한다. 개막식 영상과 박람회에 대한 자세한 정보는 홈페이지에서 확인할 수 있다.[디지털뉴스국 류영상 기자]▶네이버 메인에서 '매일경제'를 받아보세요▶매부리TV 구독하고 에어팟프로 득템!! ▶뉴스레터 '매콤달콤' 구독[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독] 稅폭탄 두려워 한국 떠난다…투자이민 상담 3배 급증'움짤' 플랫폼 만든 한국계, 5천억 대박냈다대세 치어리더 하지원, 무관중 속 섹시 댄스수단 군인 '통금령 무시' 차량 발포…2명 사망서정희 ""인생서 지우고 싶은 순간? 그 날 그 만남""",https://finance.naver.com/item/news_read.nhn?article_id=0004576963&office_id=009&code=024110&page=2&sm=
17, 2020.05.18 08:44,아시아경제,"기업은행, '언택트' 중견기업 일자리 박람회 개최","34개사 참여해 300여명 채용…지원서 제출부터 면접까지 채용 전 과정 언택트로[아시아경제 권해영 기자] IBK기업은행은 중견기업의 인재채용을 지원하기 위해 국내 최초로 채용 전 과정을 언택트(Untact·비대면) 방식으로 진행하는 '중견기업 일자리 박람회'를 개최한다고 18일 밝혔다.이번 박람회는 다음달 7일까지 3주간 진행되며 우수 중견기업 34개사가 참여해 300여명의 인재를 채용할 계획이다. 산업통상자원부가 주최하고 기업은행과 한국중견기업연합회가 주관한다.지원자는 박람회 홈페이지에서 영상 채용설명회·채용공고를 확인하고 27일까지 지원서를 제출할 수 있다. 이후 영상기반 채용플랫폼 '직감' 애플리케이션을 이용해 29일부터 다음달 7일까지 면접을 진행한다. 면접은 기업 인사담당자가 질문을 사전 등록하고, 구직자는 답변 영상을 업로드하는 방식과 실시간 면접 방식으로 진행된다.네오위즈, 다날, 휴온스 기업의 온라인 채용 설명회는 이날 오후 3시부터 유튜브 채널에서 생중계하고 진행자는 채팅창에 올라온 질문에 실시간 답변한다.온라인으로 전환된 개막식에서 윤종원 기업은행장 등 각 기관장들은 영상 메시지를 통해 구직자들을 격려하고 취업 성공을 기원한다. 개막식 영상과 박람회에 대한 자세한 정보는 홈페이지에서 확인할 수 있다.기업은행 관계자는 ""중견기업 온라인 일자리 박람회는 모바일을 통해 언제 어디서나 지원이 가능하다""며 ""우수 중견기업에서 일하기를 희망하는 구직자들에게 도움이 되길 바란다""고 말했다.한편 기업은행은 2009년부터 일자리 창출 사업을 통해 현재까지 총 14만6000개의 중소기업 일자리를 매칭했다. 또 중소기업 전문 취업포털인 '아이원 잡(i-ONE JOB)'도 운영하고 있다.권해영 기자 roguehy@asiae.co.kr▶ 2020년 하반기, 재물운·연애운·건강운 체크!▶ 네이버에서 아시아경제 뉴스를 받아보세요 ▶ 놀 준비 되었다면 드루와!  드링킷!<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>아시아경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""난 빚만 17억"" 공감 부른 백종원의 묵직한 조언위안부 쉼터서 버젓이…윤미향 '日과자 술판''6개월새 1300%↑' 신라젠 퇴출?…17만개미 '발동동''그의 선물은 모두 전 아내 취향'…끊어낸 여다경""렘데시비르보다 월등히 높은 효능"" 치료제 후보 속속",https://finance.naver.com/item/news_read.nhn?article_id=0004679937&office_id=277&code=024110&page=2&sm=
18, 2020.05.15 11:59,파이낸셜뉴스,"IBK기업은행, 하나은행, 네이버웹툰 등 인턴 채용 활발","잡코리아 조사, 주요 기업 인턴 채용 속보 위 사진은 기사와 관련이 없습니다 (MBC 수목 미니시리즈 꼰대인턴 포스터) [파이낸셜뉴스] IBK기업은행, 하나은행, 네이버웹툰 등이 인턴사원 채용을 진행한다.   취업성공 플랫폼 잡코리아가 15일 주요 기업 인턴사원 채용 공고를 정리해 발표했다.   잡코리아에 따르면 IBK기업은행은 2020년 하계 체험형 청년인턴을 모집 중이다. 이번 채용을 통해 영업점 및 본부 업무 지원 일체를 담당할 청년인턴 총 300명을 채용할 예정이며, 우수인턴에 한해 신입행원 공채 시 필기시험 우대가점을 부여한다. 전형절차는 채용공고 및 지원서 접수, 서류심사, 실기시험 순으로 진행될 예정이다. 청년인턴 지원은 5월 21일 14시까지 IBK기업은행 채용 홈페이지에서 가능하다.   하나은행 역시 대학생 인턴을 채용 중이다. 모집부문은 디지털, 자금, 신탁, 기업금융, IB 분야이며 인턴십 우수자에게는 2020년 하반기 신입 공채에 한해 서류, 필기, 1차면접 전형 면제(그 외 인턴십 수료자는 서류, 필기 전형 면제 혜택 제공) 혜택이 주어진다. 전형절차는 서류전형, 필기전형, 개인별 온라인 인성, 실무진 면접, 건강검진 순으로 진행될 예정이다. 하나은행 인턴 지원은 5월 20일 18시까지 하나은행 대학생 인턴 채용 페이지에서 가능하다.   네이버웹툰㈜이 24일 18시까지 하계인턴십 서류 전형을 진행한다. 모집부문은 개발, 리서치, 서비스, 광고 각 부문이다. 이번 채용은 채용연계형 인턴십 형태로 진행되며 지원자격은 대학교(원) 졸업 예정자(2020년 8월 또는 2021년 2월) 및 기졸업자 등이다. 전형절차는 서류전형, 면접전형(온라인 인성검사 포함), 인턴십 입사 순으로 진행된다. 입사지원은 5월 24일 18시까지 네이버웹툰㈜ 채용 홈페이지에서 가능하다.   잡코리아 ‘신입공채’ 서비스 페이지에서는 주요 기업 인턴 채용 일정을 확인할 수 있다. 해당 서비스는 잡코리아앱과 잡코리아 PC웹사이트에서 이용할 수 있다.      fair@fnnews.com 한영준 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지파이낸셜뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'개 구충제 복용' 김철민 근황 공개 ""결론부터 말하자면..""이낙연 차기 지도자 선호도 28%, 황교안 '충격적'이재명 말 한마디가 무서웠나, 이태원 업소 출입자 2일만에..'파르르' 눈 떨림, 무심코 방치했다간..""최태원 SK 회장 동거녀 혼외자녀를.."" 파격 제안",https://finance.naver.com/item/news_read.nhn?article_id=0004425170&office_id=014&code=024110&page=2&sm=
19, 2020.05.08 15:19,머니투데이,"드라마 제작사 래몽래인, IBK證 손잡고 코스닥 간다","[머니투데이 박계현 기자] [코스닥 상장사 위지윅스튜디오 자회사…2021년까지 11개 제작 라인업 확보]코넥스 상장사 래몽래인이 연내 코스닥 이전 상장을 목표로 IBK투자증권을 주관사로 선정했다고 8일 밝혔다. 래몽래인은 드라마 '주몽', '성균관스캔들', '엽기적인 그녀', '프라하의 연인' 등 약 30여편의 한류 드라마를 제작한 드라마 제작사로, 시각특수효과 전문기업인 위지윅스튜디오의 자회사다.회사는 지난해 하반기 80억원 규모의 MBC 드라마 '어쩌다 발견한 하루'를 제작하며 흑자전환에 성공했다. 지난해 매출액으로 전년 대비 81.2% 증가한 200억원을 기록했으며 같은 기간 영업이익은 흑자전환한 13억원을 기록했다. 올해도 상반기 채널A 드라마 '거짓말의 거짓말' 제작을 시작으로 2021년까지 11개 제작 라인업을 확보했거나 논의중이다.특히 웹소설 플랫폼 '문피아'에서 연재 1위를 기록한 '재벌집 막내아들' IP(지적재산권)을 확보해 원작에 기반한 텐트폴 드라마 제작을 확정했다. 모회사인 위지윅스튜디오는 28.76%의 지분을 확보한 최대주주로 드라마 기획, 제작, 후반 제작 부문에 대한 원스톱 서비스를 제공할 계획이다.최근 드라마 시장은 신종 코로나 바이러스 감염증(코로나19) 여파로 온라인 기반으로 파생되는 부가가치 시장이 엄청난 속도로 확장되고 있다. 플랫폼이 진화하면서 콘텐츠 역시 시간과 장소에 전혀 구애받지 않고 소비되는 추세다.위지윅스튜디오 관계자는 ""래몽래인이 보유 중인 원천IP 기반에 위지윅스튜디오가 구축한 콘텐츠 밸류체인을 접목해 글로벌 OTT 등의 다양한 콘텐츠 플랫폼에 진출할 계획""이라며 ""양사가 시너지를 발휘해 단순 드라마제작이 아닌 종합 콘텐츠 제작사로서 역할을 다하겠다""고 말했다.박계현 기자 unmblue@▶줄리아 투자노트▶조 변호사의 가정상담소 ▶머니투데이 구독하기 <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>머니투데이 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.韓진단키트 석달만에 400만원→2800억…관세청 ""이런건 처음 본다""코로나 성관계로도 전염? 정액서 바이러스 나왔다송승헌, 아버지 사진 공개…""잘생긴 이유 있었네""어머니 잃을수 없던 아들은 1억 들여…국내 첫 냉동인간""교복은 편해야지"" 빠르면 2학기부터 한복 입고 학교간다",https://finance.naver.com/item/news_read.nhn?article_id=0004405774&office_id=008&code=024110&page=2&sm=
